gps_time,x,y,z,vE,vN,vU
1429364569.22663,4181963.44902259,860769.973638841,4723089.14618859,-2.45975807891216,-1.81458309712707,-0.021172300695128
1429364569.23274,4181963.64162868,860769.765115505,4723089.03172038,-2.43073719000025,-1.85567085343565,0.127833010612387
1429364569.30174,4181963.83146612,860769.563631751,4723088.8789507,-2.39127927643504,-2.14730514217961,-0.00112608031888928
1429364569.40259,4181964.04217872,860769.381925549,4723088.74637049,-2.20457416873564,-2.14886579033976,0.14767988315457
1429364569.5064,4181964.27020902,860769.208031254,4723088.60547266,-2.16297208260118,-2.34236455845488,0.209641231011645
1429364569.60532,4181964.48329601,860769.032806828,4723088.45042983,-2.14587375950877,-2.32597072743453,0.00481401916940793
1429364569.69976,4181964.71159797,860768.873077476,4723088.30239981,-2.02477782457119,-2.41324432523005,0.177430978533645
1429364569.80252,4181964.94413511,860768.716291963,4723088.1396665,-2.00448207023812,-2.54676155329628,0.0997104722350599
1429364569.90044,4181965.1765321,860768.577225698,4723087.97104587,-1.83064408525223,-2.61165447634261,0.0788554364362661
1429364570.22257,4181965.40354373,860768.442334933,4723087.79929662,-1.77888896301493,-2.59957348024205,0.0259592272769478
1429364570.23362,4181965.65355585,860768.331514755,4723087.62022308,-1.58949416824568,-2.8522397388369,0.154399287359064
1429364570.239,4181965.89397208,860768.224217616,4723087.43647393,-1.53564104591125,-2.81883014876808,0.0615600878979767
1429364570.30053,4181966.1757643,860768.122892527,4723087.25435219,-1.44331082960352,-2.97772092420464,0.142577563975255
1429364570.40341,4181966.42559531,860768.029924072,4723087.05928416,-1.4142760719933,-2.98456122042464,0.0582516827702066
1429364570.50487,4181966.66857155,860767.958101272,4723086.85827853,-1.1933402510306,-3.00599503636003,-0.00230271436538509
1429364570.60221,4181966.92095595,860767.88101811,4723086.65561902,-1.26383154145004,-3.07771927090195,0.039872855251198
1429364570.70047,4181967.17947043,860767.810073691,4723086.4490811,-1.21606275902901,-3.1575151651099,0.0593992011963811
1429364570.80355,4181967.44751134,860767.748016733,4723086.25013623,-1.14821825367946,-3.18954323224056,0.190207500714234
1429364570.90046,4181967.69274066,860767.680605772,4723086.02822412,-1.15466978243878,-3.16871399640682,-0.137171949393938
1429364571.02885,4181967.95497858,860767.628095408,4723085.81449986,-1.04301267130452,-3.26031677183748,0.0551247906596528
1429364571.22468,4181968.22019159,860767.578531155,4723085.59717063,-1.02015422434525,-3.31050366546517,0.0517389106463424
1429364571.2338,4181968.4819148,860767.534624649,4723085.37243202,-0.957702432000555,-3.34306124836885,-0.0186073827813154
1429364571.30087,4181968.75759287,860767.491363481,4723085.14601149,-0.973378929359419,-3.35068959524618,-0.0576758604433529
1429364571.40176,4181969.03870564,860767.452672394,4723084.92229923,-0.945709246201095,-3.48533531341257,0.12293913333968
1429364571.50675,4181969.29520694,860767.415937252,4723084.70314388,-0.876933122324513,-3.27845944110389,-0.00157745142682897
1429364571.60313,4181969.54449433,860767.369625862,4723084.45728249,-0.95618628040343,-3.38994950770764,-0.260391897858365
1429364571.70008,4181969.83925538,860767.335499136,4723084.23662298,-0.928518297780308,-3.57125256714188,0.241115568618331
1429364571.80169,4181970.12342989,860767.305794018,4723084.01688824,-0.863866696875287,-3.49455359559862,0.184673881002009
1429364571.89968,4181970.38539161,860767.258099845,4723083.784156,-0.99528249289273,-3.3925250147583,-0.0816255816061271
1429364572.03427,4181970.67302479,860767.212740236,4723083.56722445,-1.0241712449972,-3.4775483852131,0.207078789016871
1429364572.2111,4181970.93871413,860767.161889346,4723083.32607411,-1.03371681784876,-3.47119916850757,-0.124119327686383
1429364572.21418,4181971.19941045,860767.117179506,4723083.08925889,-1.00330162247834,-3.51556295015757,0.0507485223642976
1429364572.29918,4181971.49070476,860767.0811316,4723082.855866,-0.940346587736231,-3.62818007116952,0.121097952285672
